Crop,District,Area (Acres),Production (M.Ton),Year,Temperature at 2 Meters Range (C),Precipitation Corrected (mm),Root Zone Soil Wetness (surface to 100 cm below),Surface Soil Wetness (surface to 5 cm below),relative_humidity_2m(%),soil_temperature_0_to_7cm(C),soil_moiture_7_to_28cm(m³/m³),soil_moisture_0_to_7cm(m³/m³),total_rain_mm
Bengal Spinach,Naogaon,533,1081,2018,33.32,4.02,0.66,0.67,76.95155,25.70113,0.308989,0.299167,1377.8
Bengal Spinach,Naogaon,537,1116,2019,38.83,5.49,0.68,0.65,76.00237,26.32565,0.281008,0.285879,1772.9
Bengal Spinach,Naogaon,388,872,2020,32.51,6.26,0.77,0.76,79.29524,25.35728,0.310784,0.309573,2297.8
Bengal Spinach,Naogaon,524,1119,2021,36.91,4.48,0.71,0.69,76.29869,25.90466,0.298772,0.289745,1561.8
Bengal Spinach,Naogaon,526,1274,2022,35.06,3.98,0.65,0.66,77.18509,26.04386,0.287842,0.291496,1632.5
Bengal Spinach,Naogaon,559,1592,2023,36.69,4.82,0.65,0.64,74.79875,26.29769,0.294725,0.286516,1590.1
Bengal Spinach,Naogaon,565,1763,2024,36.44,5.07,0.71,0.69,75.64726,26.05756,0.298723,0.295763,1426.3
Bengal Spinach,Natore,281,626,2014,38.85,3.23,0.59,0.57,73.87577,26.79008,0.269036,0.260044,1521.1
Bengal Spinach,Natore,294,725,2015,35.61,3.88,0.62,0.6,77.68857,26.42866,0.285299,0.286158,2002.8
Bengal Spinach,Natore,296,817,2016,37.47,4.27,0.64,0.62,76.61436,26.99248,0.289025,0.28415,1705.7
Bengal Spi,Natore,285,698,2017,35.88,5.47,0.71,0.7,79.02624,26.27657,0.311019,0.308673,2116.6
Bengal Spinach,Natore,225,620,2018,33.48,4.01,0.65,0.66,76.48552,25.92481,0.301647,0.291948,1480.5
Bengal Spinach,Natore,255,620,2019,38.99,5.14,0.67,0.65,76.03639,26.46561,0.285167,0.287789,1597.3
Bengal Spinach,Natore,271,660,2020,33.05,5.66,0.76,0.75,79.47498,25.45903,0.315667,0.310453,2270.4
Bengal Spinach,Natore,271,645,2021,36.97,4.53,0.7,0.68,76.15157,26.15985,0.294187,0.283132,1588.4
Bengal Spinach,Natore,270,659,2022,35.32,3.61,0.61,0.62,77.39512,26.18536,0.287015,0.292162,1564.6
Bengal Spinach,Natore,263,673,2023,37,4.47,0.63,0.62,74.36757,26.67461,0.278312,0.273517,1578.8
Bengal Spinach,Natore,264,716,2024,35.43,5.09,0.69,0.68,75.17101,26.49983,0.290396,0.289706,1592.8
Bengal Spinach,Chapai Nawabganj,193,473,2014,38.71,3.05,0.53,0.53,72.41899,26.75818,0.270926,0.262,1206.7
Bengal Spinach,Chapai Nawabganj,198,483,2015,36.31,3.39,0.54,0.53,76.93247,26.4875,0.282483,0.281033,1627.6
Bengal Spinach,Chapai Nawabganj,208,503,2016,37.88,3.62,0.56,0.55,74.86871,27.10871,0.285734,0.277981,1502.5
Bengal Spi,Chapai Nawabganj,210,503,2017,35.74,4.22,0.62,0.61,78.30193,26.67234,0.291946,0.289479,1613.7
Bengal Spinach,Chapai Nawabganj,213,498,2018,35.95,3.15,0.54,0.55,76.21171,26.11195,0.292083,0.278856,1299.9
Bengal Spinach,Chapai Nawabganj,244,574,2019,38.91,3.64,0.54,0.55,76.40656,26.54824,0.271724,0.270424,1588.3
Bengal Spinach,Chapai Nawabganj,302,778,2020,35.08,4.49,0.66,0.66,79.20528,25.69186,0.303585,0.295537,1994.2
Bengal Spinach,Chapai Nawabganj,312,727,2021,37.16,3.92,0.63,0.62,75.15702,26.62512,0.275777,0.264002,1440.2
Bengal Spinach,Chapai Nawabganj,312,740,2022,36.12,2.95,0.51,0.52,75.97794,26.71349,0.25676,0.257608,1317.1
Bengal Spinach,Chapai Nawabganj,308,795,2023,37.67,3.69,0.54,0.53,72.44521,27.30203,0.257986,0.250646,1414.5
Bengal Spinach,Chapai Nawabganj,310,894,2024,37.41,3.86,0.59,0.59,73.90793,26.59115,0.288718,0.283067,1422.6
Bengal Spinach,Pabna,433,759,2014,36.1,3.67,0.64,0.6,75.30991,26.47802,0.266031,0.251536,1542.6
Bengal Spinach,Pabna,465,832,2015,33.08,4.53,0.66,0.63,78.53912,26.1744,0.291459,0.285262,2152.9
Bengal Spinach,Pabna,509,922,2016,34.12,5.53,0.69,0.67,78.09503,26.69009,0.292536,0.28446,1684.5
Bengal Spi,Pabna,537,980,2017,33.22,8.41,0.78,0.76,79.70338,26.17866,0.314963,0.301946,2439.5
Bengal Spinach,Pabna,493,931,2018,30.83,5.45,0.75,0.73,77.11869,25.82775,0.29382,0.278059,1518.1
Bengal Spinach,Pabna,560,1019,2019,36.67,6.75,0.74,0.7,78.12245,26.06338,0.297124,0.283392,1577.9
Bengal Spinach,Pabna,563,1033,2020,31.29,6.91,0.81,0.79,79.20935,25.68881,0.300203,0.287163,1990.5
Bengal Spinach,Pabna,750,1962,2021,34.54,5.75,0.75,0.72,76.73631,26.28626,0.288153,0.271554,1793.8
Bengal Spinach,Pabna,793,2345,2022,34.51,4.68,0.71,0.7,78.81458,25.81595,0.298682,0.288072,1639.4
Bengal Spinach,Pabna,812,3106,2023,34.21,5.61,0.7,0.69,75.74271,26.50326,0.279004,0.263784,1586.5
Bengal Spinach,Pabna,806,3371,2024,33.8,6.53,0.75,0.72,76.10719,26.4476,0.287182,0.28268,1600.3
Bengal Spinach,Rajshahi,846,1826,2014,38.85,3.23,0.59,0.57,76.31994,26.58359,0.271839,0.265452,1672.1
Bengal Spinach,Rajshahi,870,1962,2015,35.61,3.88,0.62,0.6,79.48161,26.22983,0.299193,0.299819,2008.3
Bengal Spinach,Rajshahi,836,2242,2016,37.47,4.27,0.64,0.62,79.21077,26.72213,0.301653,0.297547,1818.9
Bengal Spi,Rajshahi,738,2144,2017,35.88,5.47,0.71,0.7,80.19984,26.10428,0.328791,0.324176,2875.2
Bengal Spinach,Rajshahi,766,2225,2018,33.48,4.01,0.65,0.66,77.92068,25.81475,0.311149,0.307206,1589.2
Bengal Spinach,Rajshahi,911,2492,2019,38.99,5.14,0.67,0.65,77.68436,26.18422,0.304364,0.302579,1674.9
Bengal Spinach,Rajshahi,1052,2648,2020,33.05,5.66,0.76,0.75,79.78111,25.5711,0.311613,0.309827,2335
Bengal Spinach,Rajshahi,1027,2399,2021,36.97,4.53,0.7,0.68,76.9436,26.1498,0.299433,0.292684,1789.9
Bengal Spinach,Rajshahi,1008,2148,2022,35.32,3.61,0.61,0.62,78.51035,26.00978,0.306834,0.304474,1784.6
Bengal Spinach,Rajshahi,1014,2178,2023,37,4.47,0.63,0.62,75.33942,26.70782,0.283578,0.279978,1679
Bengal Spinach,Rajshahi,1023,2379,2024,36.48,5.09,0.69,0.68,76.42925,26.4406,0.293131,0.294235,1680.8
Bengal Spinach,Sirajganj,394,751,2014,34.88,4.59,0.62,0.6,77.60059,26.4095,0.371906,0.339464,1588.4
Bengal Spinach,Sirajganj,443,1060,2015,31.02,5.18,0.65,0.64,80.7382,26.04522,0.390822,0.369259,2051.6
Bengal Spinach,Sirajganj,460,1090,2016,32.75,6.44,0.69,0.68,80.55718,26.47557,0.393408,0.368958,1798.2
Bengal Spi,Sirajganj,330,750,2017,29.84,11.33,0.8,0.79,80.61408,26.06905,0.430436,0.418771,2904.3
Bengal Spinach,Sirajganj,470,1125,2018,28.87,7.08,0.76,0.75,78.39507,25.82474,0.412128,0.397984,1498.8
Bengal Spinach,Sirajganj,494,1241,2019,33.2,8.55,0.73,0.71,78.16566,26.24116,0.403015,0.394846,1561.1
Bengal Spinach,Sirajganj,531,1350,2020,30.34,8.49,0.8,0.79,79.63175,25.75629,0.402458,0.394323,2304.9
Bengal Spinach,Sirajganj,606,1548,2021,33,6.54,0.73,0.72,76.95176,26.26513,0.399264,0.382516,1705
Bengal Spinach,Sirajganj,591,1639,2022,32.84,6.17,0.72,0.72,79.12571,25.96671,0.409529,0.399643,1911.2
Bengal Spinach,Sirajganj,547,1591,2023,32.16,6.87,0.71,0.7,76.20637,26.77452,0.379507,0.355052,1751.6
Bengal Spinach,Sirajganj,565,1820,2024,31.93,8.15,0.75,0.74,78.08556,26.29178,0.40301,0.369499,1638.1
Bengal Spinach,Dinajpur,405,677,2014,38.48,3.54,0.6,0.58,73.29376,26.12866,0.26588,0.250307,2139
Bengal Spinach,Dinajpur,333,516,2015,35.26,4.38,0.62,0.6,78.25523,25.40994,0.287111,0.281314,2349.3
Bengal Spinach,Dinajpur,363,679,2016,38.67,5.46,0.66,0.63,75.763,26.27376,0.275795,0.263999,2075.9
Bengal Spi,Dinajpur,357,679,2017,35.93,6.26,0.71,0.7,80.51977,25.30837,0.319451,0.30331,2020.7
Bengal Spinach,Dinajpur,378,693,2018,33.49,4.7,0.67,0.66,78.57632,25.11627,0.299206,0.281824,1424
Bengal Spinach,Dinajpur,370,620,2019,38.36,6.76,0.67,0.65,78.76206,25.12589,0.294753,0.283996,1818.3
Bengal Spinach,Dinajpur,373,646,2020,32.29,7.74,0.76,0.75,79.68334,24.91626,0.295463,0.284418,2474.4
Bengal Spinach,Dinajpur,395,622,2021,35.56,5.28,0.7,0.68,76.40519,25.7541,0.272787,0.256776,1718.5
Bengal Spinach,Dinajpur,397,811,2022,33.43,5.11,0.7,0.7,79.89006,25.09499,0.291611,0.281227,1776.7
Bengal Spinach,Dinajpur,407,875,2023,36.66,5.69,0.67,0.65,75.54371,25.95245,0.269253,0.255401,1666.2
Bengal Spinach,Dinajpur,417,925,2024,36.29,5.72,0.69,0.68,75.76926,25.66167,0.277244,0.27237,1710.3
Bengal Spinach,Gaibandha,200,281,2014,36.01,4.26,0.62,0.6,75.78981,26.18205,0.276495,0.270626,1605.8
Bengal Spinach,Gaibandha,205,277,2015,31.79,5.02,0.64,0.62,79.99226,25.70131,0.300613,0.300782,2335.7
Bengal Spinach,Gaibandha,210,286,2016,34.93,6.13,0.67,0.66,79.05818,26.16613,0.299611,0.29495,1924.4
Bengal Spi,Gaibandha,214,298,2017,32.57,7.35,0.74,0.73,81.08642,25.68783,0.340373,0.332992,2696
Bengal Spinach,Gaibandha,213,311,2018,30.1,5.55,0.69,0.68,78.72278,25.50493,0.30993,0.304898,1721.1
Bengal Spinach,Gaibandha,220,324,2019,34.17,8.1,0.69,0.68,79.3501,25.58988,0.320116,0.316774,2018.7
Bengal Spinach,Gaibandha,231,340,2020,30.32,8.81,0.77,0.76,80.75923,25.18743,0.319758,0.317759,2768.5
Bengal Spinach,Gaibandha,213,340,2021,33.22,5.94,0.71,0.69,77.94658,25.86597,0.292327,0.2851,1750.4
Bengal Spinach,Gaibandha,226,361,2022,30.56,6.01,0.71,0.71,80.05639,25.50104,0.308661,0.308063,2284.2
Bengal Spinach,Gaibandha,225,369,2023,33,6.44,0.68,0.67,76.38875,26.35228,0.280286,0.273302,2049.2
Bengal Spinach,Gaibandha,220,445,2024,32.77,6.85,0.7,0.69,78.21573,25.64734,0.310087,0.30595,1890
Bengal Spinach,Kurigram,300,667,2014,35.5,4.44,0.6,0.59,78.00545,25.74014,0.284847,0.274393,2249.5
Bengal Spinach,Kurigram,305,622,2015,32.4,5.35,0.62,0.61,81.38329,25.25877,0.307112,0.304392,3055
Bengal Spinach,Kurigram,297,615,2016,35.41,7.23,0.67,0.66,80.46168,25.66547,0.309832,0.300938,2306
Bengal Spi,Kurigram,295,644,2017,32.73,7.55,0.71,0.71,81.95271,25.40768,0.336353,0.315663,2758.6
Bengal Spinach,Kurigram,297,615,2018,31.4,6.26,0.67,0.67,80.06381,25.21252,0.31357,0.295443,1769.5
Bengal Spinach,Kurigram,307,712,2019,31.99,8.52,0.68,0.68,80.86527,25.07124,0.324332,0.308564,2402.2
Bengal Spinach,Kurigram,309,712,2020,30.75,9.81,0.74,0.73,81.92402,24.73993,0.328945,0.312665,2962.8
Bengal Spinach,Kurigram,325,828,2021,31.76,6.84,0.69,0.69,80.61198,25.16152,0.317591,0.295359,2141.7
Bengal Spinach,Kurigram,313,712,2022,29.84,7.26,0.72,0.72,81.92738,24.84411,0.323934,0.308344,3173
Bengal Spinach,Kurigram,317,605,2023,34.27,7.12,0.67,0.66,78.9813,25.6864,0.299035,0.280566,2478.4
Bengal Spinach,Kurigram,318,704,2024,33.9,7.58,0.67,0.67,79.43242,25.32627,0.331433,0.326804,2603.5
Bengal Spinach,Lalmonirhat,227,594,2014,35.5,4.44,0.6,0.59,75.88946,25.89582,0.281151,0.277432,2366
Bengal Spinach,Lalmonirhat,236,511,2015,32.4,5.35,0.62,0.61,79.77816,25.3281,0.304721,0.305936,3222.7
Bengal Spinach,Lalmonirhat,227,494,2016,35.41,7.23,0.67,0.66,78.96989,25.78351,0.305183,0.30172,2374
Bengal Spi,Lalmonirhat,250,544,2017,32.73,7.55,0.71,0.71,80.34516,25.34418,0.342461,0.330988,2751
Bengal Spinach,Lalmonirhat,235,576,2018,31.4,6.26,0.67,0.67,78.64307,25.19811,0.314364,0.305762,1836.2
Bengal Spinach,Lalmonirhat,243,603,2019,31.99,8.52,0.68,0.68,79.10888,25.01664,0.323492,0.316097,2674.1
Bengal Spinach,Lalmonirhat,245,609,2020,30.75,9.81,0.74,0.73,80.26847,24.73314,0.320297,0.316549,3207.2
Bengal Spinach,Lalmonirhat,250,603,2021,31.76,6.84,0.69,0.69,78.74374,25.25406,0.30688,0.29875,2472
Bengal Spinach,Lalmonirhat,255,620,2022,29.84,7.26,0.72,0.72,80.67007,24.78217,0.329939,0.324058,3146.2
Bengal Spinach,Lalmonirhat,260,635,2023,34.27,7.12,0.67,0.66,77.77173,25.44055,0.298791,0.292029,2582.1
Bengal Spinach,Lalmonirhat,258,639,2024,33.56,7.58,0.67,0.67,77.57711,25.28773,0.301844,0.300543,2715.2
Bengal Spinach,Nilphamari,240,706,2014,36.17,4.02,0.6,0.58,74.14869,26.03357,0.274,0.267872,2154.4
Bengal Spinach,Nilphamari,247,516,2015,34.29,5.02,0.61,0.6,78.95555,25.29799,0.301111,0.302001,2431.6
Bengal Spinach,Nilphamari,242,762,2016,36.77,6.84,0.67,0.64,77.17399,26.00711,0.289008,0.285172,1868.8
Bengal Spi,Nilphamari,241,722,2017,33.69,7.1,0.7,0.69,79.71664,25.22321,0.32732,0.321895,2225.7
Bengal Spinach,Nilphamari,301,876,2018,31.46,5.79,0.67,0.66,78.30781,25.01076,0.303746,0.29852,1671.4
Bengal Spinach,Nilphamari,324,822,2019,34.56,7.82,0.66,0.65,78.68984,24.84962,0.31456,0.307822,2409.7
Bengal Spinach,Nilphamari,329,1000,2020,30.9,9.77,0.74,0.73,79.49343,24.61843,0.313615,0.308945,2798.1
Bengal Spinach,Nilphamari,339,827,2021,33.64,6.83,0.7,0.69,77.88227,25.15783,0.302648,0.29339,1993.6
Bengal Spinach,Nilphamari,355,860,2022,31.54,6.91,0.73,0.73,80.20555,24.76895,0.318242,0.311419,2305
Bengal Spinach,Nilphamari,350,854,2023,35.18,7.02,0.67,0.66,77.28455,25.3211,0.293164,0.283565,2135.4
Bengal Spinach,Nilphamari,353,889,2024,34.88,7.16,0.68,0.67,76.44706,25.36057,0.28526,0.282668,2139.3
Bengal Spinach,Panchagarh,437,1249,2014,33.74,4.34,0.59,0.57,74.33115,25.43296,0.276541,0.264301,2576.1
Bengal Spinach,Panchagarh,443,1479,2015,31.63,5.24,0.59,0.59,78.26598,24.8036,0.295222,0.290571,2477.4
Bengal Spinach,Panchagarh,454,1585,2016,33.78,7.23,0.65,0.64,77.22276,25.49305,0.28601,0.277307,2552.5
Bengal Spi,Panchagarh,466,1636,2017,30.97,6.94,0.66,0.66,80.15269,24.77907,0.323144,0.305741,2621.5
Bengal Spinach,Panchagarh,460,1607,2018,29.93,6.36,0.64,0.63,79.75543,24.42996,0.307325,0.292399,1915.3
Bengal Spinach,Panchagarh,474,1675,2019,29.75,7.53,0.64,0.64,79.04459,24.42496,0.308006,0.293206,2532.6
Bengal Spinach,Panchagarh,496,1740,2020,28.92,10.63,0.71,0.71,80.38744,24.09267,0.314263,0.299876,3321.3
Bengal Spinach,Panchagarh,479,939,2021,30.38,7.95,0.69,0.68,79.51678,24.4891,0.310215,0.289983,2359.5
Bengal Spinach,Panchagarh,438,880,2022,28.42,8.15,0.72,0.72,81.04521,24.2113,0.316151,0.301885,2595.5
Bengal Spinach,Panchagarh,412,829,2023,32.36,7.77,0.66,0.65,77.41784,25.03994,0.283963,0.260488,2476.6
Bengal Spinach,Panchagarh,374,762,2024,32.15,8.58,0.67,0.66,78.41032,24.58947,0.315037,0.302183,2814.8
Bengal Spinach,Rangpur,555,797,2014,36.01,4.26,0.62,0.6,75.26768,25.92721,0.277914,0.272865,2107.3
Bengal Spinach,Rangpur,480,816,2015,31.79,5.02,0.64,0.62,79.60826,25.3038,0.305953,0.30744,2618.2
Bengal Spinach,Rangpur,492,829,2016,34.93,6.13,0.67,0.66,78.45278,25.83314,0.300111,0.296097,2214.9
Bengal Spi,Rangpur,494,826,2017,32.57,7.35,0.74,0.73,80.87219,25.35399,0.342793,0.332878,2620.6
Bengal Spinach,Rangpur,509,866,2018,30.1,5.55,0.69,0.68,78.92716,25.2344,0.312497,0.305976,1748.9
Bengal Spinach,Rangpur,502,853,2019,34.17,8.1,0.69,0.68,79.57906,25.08598,0.320685,0.315678,2559
Bengal Spinach,Rangpur,797,990,2020,30.32,8.81,0.77,0.76,80.72818,24.79334,0.318546,0.316301,2973.8
Bengal Spinach,Rangpur,423,684,2021,33.22,5.94,0.71,0.69,78.95635,25.23645,0.308036,0.300182,2133.7
Bengal Spinach,Rangpur,433,705,2022,30.56,6.01,0.71,0.71,80.76932,24.98896,0.322707,0.317082,2801
Bengal Spinach,Rangpur,438,715,2023,33,6.44,0.68,0.67,77.83751,25.57316,0.295335,0.288087,2292.4
Bengal Spinach,Rangpur,445,882,2024,31.58,6.85,0.7,0.69,76.81342,25.61203,0.284646,0.285993,2558.6
Bengal Spinach,Thakurgaon,260,471,2014,36.17,4.02,0.6,0.58,75.61221,25.94466,0.280393,0.27684,2366
Bengal Spinach,Thakurgaon,274,501,2015,34.29,5.02,0.61,0.6,79.41082,25.35381,0.302535,0.302624,3222.7
Bengal Spinach,Thakurgaon,293,922,2016,36.77,6.84,0.67,0.64,78.75914,25.81903,0.302243,0.299448,2374
Bengal Spi,Thakurgaon,298,940,2017,33.69,7.1,0.7,0.69,81.15645,25.23043,0.345071,0.335674,3033.8
Bengal Spinach,Thakurgaon,304,955,2018,31.46,5.79,0.67,0.66,79.99818,25.00628,0.324176,0.316158,1985.4
Bengal Spinach,Thakurgaon,307,977,2019,34.56,7.82,0.66,0.65,79.88402,24.91098,0.321689,0.316321,3050.5
Bengal Spinach,Thakurgaon,308,980,2020,30.9,9.77,0.74,0.73,81.2168,24.58765,0.323612,0.317622,3641.4
Bengal Spinach,Thakurgaon,307,979,2021,33.64,6.83,0.7,0.69,80.40699,24.9445,0.319389,0.310286,2706.1
Bengal Spinach,Thakurgaon,309,983,2022,31.54,6.91,0.73,0.73,81.73521,24.55339,0.33554,0.329777,3293.7
Bengal Spinach,Thakurgaon,310,986,2023,35.18,7.02,0.67,0.66,78.98549,25.26837,0.303088,0.295789,2696.8
Bengal Spinach,Thakurgaon,316,1013,2024,34.59,7.16,0.68,0.67,78.50619,25.15696,0.30717,0.304392,3404.9
Bengal Spinach,Habiganj,60,155,2014,33.06,6.41,0.66,0.65,77.36359,26.31536,0.283868,0.280275,1513.4
Bengal Spinach,Habiganj,21,67,2015,27.9,8.09,0.72,0.71,79.45307,25.86874,0.308016,0.307848,2216.4
Bengal Spinach,Habiganj,21,65,2016,28.97,10.49,0.78,0.77,80.97992,26.07123,0.327194,0.323387,2317.8
Bengal Spi,Habiganj,23,71,2017,25.73,16.79,0.84,0.83,82.16531,25.69268,0.34651,0.34164,3890.6
Bengal Spinach,Habiganj,25,76,2018,28.38,10.2,0.79,0.79,80.55438,25.38675,0.327189,0.324004,1927.7
Bengal Spinach,Habiganj,25,85,2019,28.57,11.99,0.77,0.76,80.46545,25.61043,0.31847,0.315697,1890
Bengal Spinach,Habiganj,26,90,2020,29.99,11.33,0.78,0.78,80.74226,25.40818,0.314043,0.310907,2130.1
Bengal Spinach,Habiganj,33,98,2021,30.21,8.51,0.74,0.74,78.49173,26.09006,0.297779,0.294618,1920.2
Bengal Spinach,Habiganj,36,106,2022,29.15,10.27,0.76,0.76,79.86994,25.57346,0.323064,0.319478,2508.6
Bengal Spinach,Habiganj,36,106,2023,31.09,9.89,0.73,0.73,78.32742,26.00427,0.309106,0.302769,2406.1
Bengal Spinach,Habiganj,40.22,122.94,2024,30.61,11.66,0.77,0.77,79.10596,25.9154,0.300596,0.302613,2252
Bengal Spinach,Maulvibazar,115,172,2014,31.98,6.79,0.7,0.7,78.00977,25.60629,0.299045,0.293203,2214.8
Bengal Spinach,Maulvibazar,100,72,2015,28.17,8.23,0.74,0.74,79.7757,25.32873,0.315569,0.314717,2794.7
Bengal Spinach,Maulvibazar,107,93,2016,29.06,10.61,0.8,0.8,82.08732,25.4123,0.344614,0.342845,3180
Bengal Spi,Maulvibazar,111,99,2017,25.88,16.9,0.86,0.85,83.0634,25.35435,0.350907,0.345463,4027.8
Bengal Spinach,Maulvibazar,126,109,2018,29.64,10.29,0.82,0.82,81.58669,25.11005,0.326818,0.324199,1869.4
Bengal Spinach,Maulvibazar,126,112,2019,28.63,12.07,0.79,0.78,81.19714,25.33763,0.319253,0.318704,2051.1
Bengal Spinach,Maulvibazar,128,120,2020,29.82,11.28,0.81,0.8,81.47997,25.12687,0.318371,0.316543,2122.4
Bengal Spinach,Maulvibazar,115,109,2021,31.02,8.5,0.76,0.77,79.8809,25.64941,0.304797,0.299862,1882.1
Bengal Spinach,Maulvibazar,132,149,2022,28.83,10.35,0.78,0.78,80.66565,25.21753,0.327339,0.323913,2774.9
Bengal Spinach,Maulvibazar,129,149,2023,31.43,9.95,0.75,0.75,79.89718,25.56359,0.317686,0.310049,2566.4
Bengal Spinach,Maulvibazar,127.1,184.54,2024,31.21,11.77,0.79,0.79,80.74376,25.38608,0.32669,0.322037,2595.5
Bengal Spinach,Sunamganj,35,43,2014,30.94,7.44,0.7,0.72,79.77617,24.24997,0.341815,0.331431,3940.3
Bengal Spinach,Sunamganj,0,0,2015,26.38,9.34,0.75,0.76,81.33167,24.06715,0.35154,0.344046,5276.6
Bengal Spinach,Sunamganj,14,4,2016,26.89,13.64,0.81,0.81,82.87869,24.16769,0.375767,0.375255,5137.6
Bengal Spi,Sunamganj,25,7,2017,24.61,19.57,0.86,0.87,84.31333,25.00457,0.352295,0.345769,5011.5
Bengal Spinach,Sunamganj,27,18,2018,26.72,12.23,0.82,0.83,83.1265,24.79326,0.331131,0.329324,3063.3
Bengal Spinach,Sunamganj,27,10,2019,26.05,15.3,0.79,0.79,82.22948,25.03965,0.323133,0.321826,3705.5
Bengal Spinach,Sunamganj,50,30,2020,26.59,16.48,0.82,0.82,82.86607,24.72631,0.326225,0.325926,3979.3
Bengal Spinach,Sunamganj,53,109,2021,27.12,11.13,0.78,0.79,81.95572,25.0681,0.313628,0.311064,2929.5
Bengal Spinach,Sunamganj,65,135,2022,27.03,14.29,0.82,0.82,81.43299,24.8094,0.329026,0.325193,4513.9
Bengal Spinach,Sunamganj,71,148,2023,27.22,13.02,0.77,0.79,82.69214,25.07698,0.325157,0.316691,4055.8
Bengal Spinach,Sunamganj,70,146,2024,26.79,14.7,0.79,0.81,83.69959,25.03744,0.324824,0.323254,3573.2
Bengal Spinach,Sylhet,112,144,2014,29.25,7.73,0.74,0.76,78.92479,25.23802,0.294379,0.281619,4149
Bengal Spinach,Sylhet,142,86,2015,25.72,9.63,0.78,0.8,80.11514,24.96186,0.306403,0.299539,5412.3
Bengal Spinach,Sylhet,122,122,2016,26.41,14.1,0.83,0.84,82.26802,25.03092,0.336989,0.330677,5444.2
Bengal Spi,Sylhet,87,75,2017,24.76,19.96,0.88,0.88,83.08475,25.34845,0.358086,0.344806,5776.5
Bengal Spinach,Sylhet,88,122,2018,27.28,12.47,0.84,0.85,82.06847,25.10442,0.342964,0.332324,2993.6
Bengal Spinach,Sylhet,82,96,2019,24.7,15.71,0.81,0.82,81.87696,25.22678,0.335357,0.324819,3392.8
Bengal Spinach,Sylhet,85,120,2020,26.48,16.94,0.84,0.85,81.70796,25.13878,0.325394,0.315839,3427
Bengal Spinach,Sylhet,141,225,2021,26.84,11.44,0.8,0.81,80.3429,25.57336,0.31507,0.300933,2933.5
Bengal Spinach,Sylhet,113,167,2022,26.39,14.82,0.84,0.85,80.48223,25.10226,0.33035,0.322469,4526.2
Bengal Spinach,Sylhet,110,188,2023,27.9,13.47,0.8,0.82,80.58513,25.2707,0.329907,0.317291,3597.6
Bengal Spinach,Sylhet,114.1,209.86,2024,27.56,15.04,0.82,0.83,81.5678,24.93407,0.354907,0.343856,3989.7
Rabi Brinjal,Barguna,107,182,2014,24.24,6.92,0.78,0.74,78.35049,27.33195,0.377319,0.33168,1425.7
Rabi Brinjal,Barguna,113,78,2015,19.86,16.53,0.82,0.8,80.52057,26.84322,0.387514,0.353195,2106.7
Rabi Brinjal,Barguna,165,135,2016,19.68,20.22,0.85,0.85,81.73871,27.31757,0.394643,0.351402,1981.5
Rabi Brinjal,Barguna,169,150,2017,19.69,24.79,0.89,0.89,81.98142,26.8872,0.420786,0.374936,2762.6
Rabi Brinjal,Barguna,170,323,2018,20.39,21.01,0.87,0.86,80.77635,26.672,0.396435,0.351338,1975.8
Rabi Brinjal,Barguna,311,489,2019,18.77,25.73,0.89,0.89,80.56498,26.87627,0.404664,0.35634,1579.9
Rabi Brinjal,Barguna,141,875,2020,20.02,19.6,0.89,0.89,82.33088,26.38537,0.417089,0.369976,2212.9
Rabi Brinjal,Barguna,145,837,2021,21.85,15.66,0.84,0.83,80.74391,27.08039,0.392532,0.349823,2723.7
Rabi Brinjal,Barguna,152,397,2022,19.85,11.5,0.86,0.85,79.2909,26.82983,0.387037,0.342713,1941.5
Rabi Brinjal,Barguna,154,357,2023,21.22,12.92,0.86,0.86,80.35379,27.18543,0.397186,0.351515,2031
Rabi Brinjal,Barguna,143,676,2024,25.78,11.17,0.85,0.81,80.179,26.9622,0.401211,0.356647,2458.3
Rabi Brinjal,Barishal,634,1489,2014,31.14,5.84,0.69,0.65,78.01421,27.06694,0.263742,0.254095,1335.9
Rabi Brinjal,Barishal,633,1701,2015,25.56,9.18,0.71,0.67,80.38596,26.44743,0.29811,0.29605,2287.1
Rabi Brinjal,Barishal,628,1713,2016,26.92,13.2,0.77,0.74,81.60499,26.88963,0.303499,0.290772,2115.1
Rabi Brinjal,Barishal,624,1742,2017,24.39,18.03,0.85,0.83,81.44764,26.45447,0.319462,0.315694,2517.5
Rabi Brinjal,Barishal,633,1772,2018,25.83,12.11,0.8,0.78,80.95754,26.01128,0.311318,0.307349,1967.6
Rabi Brinjal,Barishal,645,1821,2019,25.53,14.24,0.79,0.76,80.56778,26.35392,0.303363,0.29622,1546.9
Rabi Brinjal,Barishal,745,2070,2020,25.18,11.71,0.85,0.82,81.90989,25.94265,0.313197,0.3094,2227.3
Rabi Brinjal,Barishal,760,2111,2021,28.33,8.97,0.76,0.72,79.84317,26.63481,0.293454,0.291047,2017.6
Rabi Brinjal,Barishal,650,1749,2022,26.69,7.67,0.78,0.75,78.11419,26.66501,0.280884,0.282926,1696.5
Rabi Brinjal,Barishal,1170,3597,2023,28.06,8.89,0.76,0.74,78.73389,26.91153,0.28407,0.286081,1789.4
Rabi Brinjal,Barishal,668,1725,2024,25.72,11.29,0.8,0.77,80.61692,26.39725,0.308209,0.304944,2550
